timestamp,level,message,user_id,client_id,rid,error_code,close_reason,metadata
2026-09-02T13:03:36.828Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-c37b-733c-b067-eaffb654c94d,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:31.309Z,info,POST /sync/stream,,,h/01a06237-adeb-7445-a446-9f3ce7672528,,,"{""duration_ms"":2,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:03:31.308Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-adeb-7445-a446-9f3ce7672528,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:25.758Z,info,POST /sync/stream,,,h/01a06237-983c-7109-a298-bd1f337621b7,,,"{""duration_ms"":2,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:03:25.757Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-983c-7109-a298-bd1f337621b7,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:25.234Z,info,POST /api/admin/v1/diagnostics,,,h/01a06237-8761-768c-ad15-2dd82cbc1b68,,,"{""duration_ms"":3793,""method"":""POST"",""path"":""/api/admin/v1/diagnostics"",""route"":""/api/admin/v1/diagnostics"",""status"":200}"
2026-09-02T13:03:20.273Z,info,POST /sync/stream,,,h/01a06237-82ce-745f-ba0a-239515a245bc,,,"{""duration_ms"":3,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:03:20.272Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-82ce-745f-ba0a-239515a245bc,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:14.763Z,info,POST /sync/stream,,,h/01a06237-6d4a-7222-ae51-3055b3ddb48b,,,"{""duration_ms"":1,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:03:14.763Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-6d4a-7222-ae51-3055b3ddb48b,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:11.322Z,info,POST /api/admin/v1/diagnostics,,,h/01a06237-511f-708d-b6cf-8cbfea31a0b9,,,"{""duration_ms"":3771,""method"":""POST"",""path"":""/api/admin/v1/diagnostics"",""route"":""/api/admin/v1/diagnostics"",""status"":200}"
2026-09-02T13:03:08.897Z,info,POST /sync/stream,,,h/01a06237-565f-74f6-96b9-29cb8de7c1ee,,,"{""duration_ms"":2,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:03:08.896Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-565f-74f6-96b9-29cb8de7c1ee,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:07.598Z,info,POST /api/admin/v1/connections/reports,,,h/01a06237-5147-733f-b7b3-89295469782c,,,"{""duration_ms"":7,""method"":""POST"",""path"":""/api/admin/v1/connections/reports"",""route"":""/api/admin/v1/connections/reports"",""status"":200}"
2026-09-02T13:03:07.568Z,info,POST /api/admin/v1/connections/current,,,h/01a06237-5126-748a-af55-d85a115c39d6,,,"{""duration_ms"":10,""method"":""POST"",""path"":""/api/admin/v1/connections/current"",""route"":""/api/admin/v1/connections/current"",""status"":200}"
2026-09-02T13:03:04.138Z,info,POST /api/admin/v1/diagnostics,,,h/01a06237-34cd-766a-b4df-8b1b6a3efec1,,,"{""duration_ms"":3837,""method"":""POST"",""path"":""/api/admin/v1/diagnostics"",""route"":""/api/admin/v1/diagnostics"",""status"":200}"
2026-09-02T13:03:03.352Z,info,POST /sync/stream,,,h/01a06237-40b7-768b-bcca-32c154647423,,,"{""duration_ms"":1,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:03:03.352Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-40b7-768b-bcca-32c154647423,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:03:00.448Z,info,POST /api/admin/v1/schema,,,h/01a06237-3170-75ba-9236-cedf130f4f87,,,"{""duration_ms"":1008,""method"":""POST"",""path"":""/api/admin/v1/schema"",""route"":""/api/admin/v1/schema"",""status"":200}"
2026-09-02T13:02:58.043Z,info,POST /api/admin/v1/diagnostics,,,h/01a06237-1d6d-7049-a2a1-d4d094b96b57,,,"{""duration_ms"":3726,""method"":""POST"",""path"":""/api/admin/v1/diagnostics"",""route"":""/api/admin/v1/diagnostics"",""status"":200}"
2026-09-02T13:02:57.656Z,info,POST /api/admin/v1/schema,,,h/01a06237-1e8c-71a8-a649-0ed59c8c7e5d,,,"{""duration_ms"":3052,""method"":""POST"",""path"":""/api/admin/v1/schema"",""route"":""/api/admin/v1/schema"",""status"":200}"
2026-09-02T13:02:57.366Z,info,POST /sync/stream,,,h/01a06237-2954-733e-bd2d-3523e7ace328,,,"{""duration_ms"":2,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:02:57.366Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-2954-733e-bd2d-3523e7ace328,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:02:53.056Z,info,POST /api/admin/v1/diagnostics,,,h/01a06237-0a39-7293-97d1-a897e6784deb,,,"{""duration_ms"":3655,""method"":""POST"",""path"":""/api/admin/v1/diagnostics"",""route"":""/api/admin/v1/diagnostics"",""status"":200}"
2026-09-02T13:02:51.510Z,info,POST /sync/stream,,,h/01a06237-1273-77ec-8dad-23bf002ab612,,,"{""duration_ms"":3,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:02:51.510Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06237-1273-77ec-8dad-23bf002ab612,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:02:45.948Z,info,POST /sync/stream,,,h/01a06236-fcbb-71ea-830b-aa80589f5b16,,,"{""duration_ms"":1,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:02:45.948Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06236-fcbb-71ea-830b-aa80589f5b16,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:02:40.438Z,info,POST /sync/stream,,,h/01a06236-e735-7079-949d-1c7796d606c0,,,"{""duration_ms"":1,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:02:40.438Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06236-e735-7079-949d-1c7796d606c0,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:02:34.913Z,info,POST /sync/stream,,,h/01a06236-d19f-710d-9925-c60f568d4b70,,,"{""duration_ms"":2,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:02:34.912Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06236-d19f-710d-9925-c60f568d4b70,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
2026-09-02T13:02:29.255Z,info,POST /sync/stream,,,h/01a06236-b99c-77d6-9499-e6617170539c,,,"{""duration_ms"":492,""method"":""POST"",""path"":""/sync/stream"",""route"":""/sync/stream"",""status"":401}"
2026-09-02T13:02:29.254Z,error,"Request failed [PSYNC_S2105] Unexpected ""aud"" claim value: ""authenticated""",,,h/01a06236-b99c-77d6-9499-e6617170539c,PSYNC_S2105,,"{""configurationDetails"":""Current configuration allows these audience values: [\""https://6a81eecc53f73afec8aa2271.powersync.journeyapps.com\""]"",""errorData"":{""code"":""PSYNC_S2105"",""description"":""Unexpected \""aud\"" claim value: \""authenticated\"""",""name"":""AuthorizationError"",""status"":401},""is_service_error"":true,""name"":""AuthorizationError"",""route"":""/sync/stream"",""tokenDetails"":""<header: {\""alg\"":\""ES256\"",\""kid\"":\""07924217-4c5b-44d2-b19e-332142dd8dc3\"",\""typ\"":\""JWT\""} payload: {\""iss\"":\""https://piihvkgtgjpatwrajidu.supabase.co/auth/v1\"",\""sub\"":\""c7ece92e-1134-449d-800b-f6b86a36903f\"",\""aud\"":\""authenticated\"",\""exp\"":1788357746,\""iat\"":1788354146,\""email\"":\""\"",\""phone\"":\""\"",\""app_metadata\"":{},\""user_metadata\"":{},\""role\"":\""authenticated\"",\""aal\"":\""aal1\"",\""amr\"":[{\""method\"":\""anonymous\"",\""timestamp\"":1788349812}],\""session_id\"":\""2dab176e-cb1d-446f-88af-e6e386c2c2a2\"",\""is_anonymous\"":true}>""}"
